CASENUM,VEH_NO,PER_NO,PSU,PJ,STRATUM,NMIMPAIR,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600135825,0,1,44,334,2,0,2,4,25,44,35.950176889
201600135825,0,2,44,334,2,0,2,4,25,44,35.950176889
201600136030,0,1,49,268,2,0,1,4,21,49,113.37016067
201600136053,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136054,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136077,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136103,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136125,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136169,0,1,60,232,2,0,1,4,21,60,54.432709771
201600136260,0,1,56,206,2,0,1,4,20,206,99.7642174
201600136467,0,1,59,500,2,0,1,3,10,59,40.571280898
201600136484,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136485,0,1,59,500,2,0,1,3,10,59,40.571280898
201600136522,0,1,46,336,2,0,1,4,22,46,29.078645583
201600136524,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136615,0,1,44,388,2,0,2,4,25,44,35.950176889
201600136689,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600136772,0,1,46,362,2,9,1,4,22,46,29.078645582
201600137032,0,1,46,362,2,0,1,4,22,46,29.078645582
201600137038,0,1,10,329,2,0,1,4,21,10,82.836785936
201600137057,0,1,62,543,2,98,2,3,18,62,26.001904084
201600137192,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600137302,0,1,44,388,2,0,2,4,25,44,35.950176889
201600137616,0,1,60,256,2,0,1,4,21,60,54.432709772
201600137675,0,1,60,256,2,0,1,4,21,60,54.432709772
201600137939,0,1,60,232,2,0,1,4,21,60,54.432709771
201600138002,0,1,46,336,2,0,1,4,22,46,29.078645583
201600138127,0,1,60,232,2,0,1,4,21,60,54.432709771
201600138235,0,1,60,232,2,0,1,4,21,60,54.432709771
201600138375,0,1,46,336,2,0,1,4,22,46,29.078645583
201600138458,0,1,46,336,2,0,1,4,22,46,29.078645583
201600138745,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600138792,0,1,46,336,2,0,1,4,22,46,29.078645583
201600138887,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600138974,0,1,56,206,2,0,1,4,20,206,99.7642174
201600139415,0,1,60,257,2,0,1,4,21,60,27.546282013
201600139523,0,1,60,257,2,0,1,4,21,60,54.432709771
201600139653,0,1,60,257,2,0,1,4,21,60,54.432709771
201600139733,0,1,60,257,2,0,1,4,21,60,54.432709771
201600139821,0,1,60,257,2,0,1,4,21,60,54.432709771
201600139990,0,1,48,91,2,1,1,3,12,48,82.517198754
201600140117,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600140296,0,1,10,322,2,0,1,4,21,10,50.453748631
201600140590,0,1,70,137,2,0,2,3,16,70,28.248233112
201600140646,0,1,70,138,2,0,2,3,16,70,28.248233112
201600140673,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600141152,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600141181,0,1,10,322,2,0,1,4,21,10,50.453748631
201600141237,0,1,44,388,2,0,2,4,25,44,35.950176889
201600141266,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600141297,0,1,10,322,2,0,1,4,21,10,50.453748631
201600141302,0,1,10,322,2,0,1,4,21,10,50.453748631
201600141394,0,1,10,322,2,0,1,4,21,10,50.453748631
201600141530,0,1,10,322,2,0,1,4,21,10,50.453748631
201600141532,0,1,10,322,2,0,1,4,21,10,50.453748631
201600141556,0,1,10,322,2,0,1,4,21,10,50.453748631
201600141843,0,1,41,159,2,0,1,4,22,41,34.327036498
201600142084,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600142137,0,1,46,336,2,0,1,4,22,46,29.078645583
201600142459,0,1,17,1040,2,0,1,3,15,17,24.436881848
201600142563,0,1,46,337,2,0,1,4,22,46,29.078645581
201600142567,0,1,60,232,2,0,1,4,21,60,54.432709771
201600142767,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600142985,0,1,56,206,2,0,1,4,20,206,99.7642174
201600143082,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600143238,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600143602,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600143673,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600143887,0,1,46,353,2,98,1,4,22,46,29.078645582
201600143970,0,1,46,353,2,0,1,4,22,46,29.078645582
201600144116,0,1,38,573,2,98,1,3,14,38,25.14664824
201600144120,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600144300,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600144760,0,1,56,206,2,0,1,4,20,206,99.7642174
201600145808,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600145982,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600149149,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600149683,0,1,59,504,2,98,1,3,10,59,40.571280897
201600150323,0,1,56,206,2,0,1,4,20,206,99.7642174
201600150447,0,1,56,206,2,0,1,4,20,206,99.7642174
201600150991,0,1,17,1041,2,0,1,3,15,17,24.436881848
201600151287,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600151717,0,1,78,466,2,9,1,3,10,78,28.205634142
201600151922,0,1,59,503,4,98,1,3,10,59,15.367317218
201600151981,0,1,75,1230,2,9,2,3,19,75,21.609418817
201600152081,0,1,49,268,2,0,1,4,21,49,113.37016067
201600152184,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600152629,0,1,46,337,2,0,1,4,22,46,29.078645581
201600152636,0,1,46,337,2,0,1,4,22,46,29.078645581
201600152688,0,1,46,337,2,0,1,4,22,46,29.078645581
201600152709,0,1,46,337,2,0,1,4,22,46,29.078645581
201600153024,0,1,56,206,2,0,1,4,20,206,99.7642174
201600153179,0,1,56,206,2,0,1,4,20,206,99.7642174
201600153453,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600153750,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600153838,0,1,56,206,2,0,1,4,20,206,99.7642174
201600154344,0,1,65,2851,2,0,1,3,13,65,24.694921393
201600154734,0,1,12,457,2,98,1,3,12,12,26.183018048
201600154967,0,1,28,440,2,98,1,3,11,28,26.308637204
201600155045,0,1,12,455,2,98,1,3,12,12,26.183018048
201600155231,0,1,59,506,2,98,1,3,10,59,40.571280897
201600155450,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600155611,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600155611,0,2,17,1053,2,0,1,3,15,17,24.436881848
201600155611,0,3,17,1053,2,0,1,3,15,17,24.436881848
201600155611,0,4,17,1053,2,0,1,3,15,17,24.436881848
201600155725,0,1,46,362,2,0,1,4,22,46,29.078645582
201600155808,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600156121,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600156464,0,1,56,206,2,0,1,4,20,206,99.7642174
201600156584,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600156638,0,1,41,159,8,0,1,4,22,41,234.2681056
201600156801,0,1,12,456,2,98,1,3,12,12,26.183018048
201600157266,0,1,78,454,2,9,1,3,10,78,28.205634142
201600157266,0,1,78,454,2,96,1,3,10,78,28.205634142
201600157605,0,1,59,500,2,98,1,3,10,59,40.571280898
201600158140,0,1,28,448,2,98,1,3,11,28,26.308637203
201600158144,0,1,28,448,2,98,1,3,11,28,26.308637203
201600158350,0,1,12,455,2,98,1,3,12,12,26.183018048
201600158538,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600158540,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600158746,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600159772,0,1,78,453,2,0,1,3,10,78,28.205634142
201600160912,0,1,10,329,2,0,1,4,21,10,82.836785936
201600161004,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600161142,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600161718,0,1,56,206,2,0,1,4,20,206,99.7642174
201600161818,0,1,38,568,2,98,1,3,14,38,25.146648241
201600162127,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600162256,0,1,60,256,2,0,1,4,21,60,54.432709772
201600162331,0,1,60,256,2,0,1,4,21,60,54.432709772
201600162343,0,1,60,256,2,0,1,4,21,60,54.432709772
201600162378,0,1,60,250,2,0,1,4,21,60,139.26747406
201600162562,0,1,28,440,2,98,1,3,11,28,26.308637204
201600163465,0,1,46,336,2,0,1,4,22,46,29.078645583
201600163473,0,1,46,336,2,0,1,4,22,46,29.078645583
201600163659,0,1,46,337,2,0,1,4,22,46,29.078645581
201600163660,0,1,46,337,2,0,1,4,22,46,29.078645581
201600163959,0,1,56,206,2,0,1,4,20,206,99.7642174
201600164546,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600164804,0,1,60,232,2,0,1,4,21,60,54.432709771
201600165128,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600165376,0,1,46,362,2,0,1,4,22,46,29.078645582
201600165443,0,1,46,338,2,0,1,4,22,46,75.578061876
201600165786,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600165912,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600166606,0,1,12,456,2,98,1,3,12,12,22.785702909
201600167228,0,1,12,457,2,98,1,3,12,12,26.183018048
201600167558,0,1,59,505,2,98,1,3,10,59,40.571280897
201600169271,0,1,56,206,2,0,1,4,20,206,99.7642174
201600169531,0,1,28,448,2,98,1,3,11,28,26.308637203
201600169973,0,1,78,453,2,98,1,3,10,78,24.545879269
201600171145,0,1,12,455,2,98,1,3,12,12,26.183018048
201600171406,0,1,60,257,2,0,1,4,21,60,54.432709771
201600171521,0,1,60,257,2,0,1,4,21,60,54.432709771
201600171587,0,1,60,257,2,0,1,4,21,60,54.432709771
201600171631,0,1,60,257,2,0,1,4,21,60,54.432709771
201600171990,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600171991,0,1,63,2972,2,0,2,3,16,63,26.068788355
201600172036,0,1,46,362,2,0,1,4,22,46,29.078645582
201600172699,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600173038,0,1,46,362,2,0,1,4,22,46,29.078645582
201600173073,0,1,56,206,2,0,1,4,20,206,99.7642174
201600173107,0,1,67,1919,2,9,1,2,8,67,23.617961644
201600174062,0,1,59,504,2,98,1,3,10,59,40.571280897
201600174250,0,1,70,46,2,0,2,3,16,70,28.248233112
201600174647,0,1,60,234,2,0,1,4,21,60,54.432709774
201600174712,0,1,56,206,2,0,1,4,20,206,99.7642174
201600174830,0,1,56,206,2,0,1,4,20,206,122.71333545
201600174919,0,1,56,206,2,0,1,4,20,206,99.7642174
201600175104,0,1,60,234,2,0,1,4,21,60,54.432709774
201600175648,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600175674,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600175674,0,2,17,1053,2,0,1,3,15,17,24.436881848
201600175975,0,1,56,206,2,0,1,4,20,206,99.7642174
201600176047,0,1,30,3294,2,9,1,3,14,30,23.75959151
201600176091,0,1,28,432,2,98,1,3,11,28,26.308637204
201600176845,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600176913,0,1,60,232,2,0,1,4,21,60,54.432709771
201600176953,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600177059,0,1,46,336,2,0,1,4,22,46,29.078645583
201600177225,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600177735,0,1,46,337,2,0,1,4,22,46,29.078645581
201600178008,0,1,56,206,2,0,1,4,20,206,99.7642174
201600178374,0,1,28,437,2,98,1,3,11,28,26.308637204
201600178491,0,1,28,448,2,98,1,3,11,28,26.308637203
201600178570,0,1,78,464,2,98,1,3,10,78,28.205634142
201600178614,0,1,12,457,2,98,1,3,12,12,26.183018048
201600179075,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600179104,0,1,38,571,2,0,1,3,14,38,25.146648241
201600179378,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600179463,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600179500,0,1,60,256,2,0,1,4,21,60,54.432709772
201600179607,0,1,60,250,2,0,1,4,21,60,113.22249947
201600179618,0,1,28,440,2,98,1,3,11,28,26.308637204
201600179646,0,1,28,432,2,98,1,3,11,28,26.308637204
201600179942,0,1,12,455,2,98,1,3,12,12,26.183018048
201600180283,0,1,28,448,2,98,1,3,11,28,26.308637203
201600180349,0,1,66,1764,2,9,1,1,1,66,33.720355087
201600180428,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600181080,0,1,78,453,2,98,1,3,10,78,28.205634142
201600181250,0,1,59,505,2,99,1,3,10,59,35.307050984
201600181387,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600181474,0,1,65,2857,2,0,1,3,13,65,28.37689823
201600182127,0,1,10,315,2,0,1,4,21,10,82.836785936
201600182268,0,1,49,268,2,0,1,4,21,49,113.37016067
201600182272,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600182467,0,1,70,138,2,0,2,3,16,70,28.248233112
201600182476,0,1,70,138,2,0,2,3,16,70,28.248233112
201600182563,0,1,49,260,2,0,1,4,21,49,113.37016067
201600182598,0,1,49,260,2,98,1,4,21,49,113.37016067
201600182621,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600182871,0,1,12,457,2,98,1,3,12,12,26.183018048
201600183338,0,1,49,260,2,0,1,4,21,49,113.37016067
201600183457,0,1,65,2853,2,98,1,3,13,65,24.694921393
201600183527,0,1,44,388,2,0,2,4,25,44,35.950176889
201600183622,0,1,49,260,2,0,1,4,21,49,113.37016067
201600183670,0,1,34,1688,2,98,1,1,1,34,23.654666824
201600183849,0,1,60,234,2,0,1,4,21,60,54.432709774
201600183993,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600184076,0,1,33,1472,2,9,1,3,11,33,28.259982016
201600184085,0,1,60,234,2,0,1,4,21,60,54.432709774
201600184111,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600184243,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600184495,0,1,60,234,2,0,1,4,21,60,54.432709774
201600184593,0,1,56,206,2,0,1,4,20,206,99.7642174
201600184778,0,1,17,1053,2,0,1,3,15,17,21.266132452
201600184830,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600184830,0,2,17,1053,2,0,1,3,15,17,24.436881848
201600185116,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600185278,0,1,56,206,2,0,1,4,20,206,122.71333545
201600185347,0,1,30,3296,2,0,1,3,14,30,23.759591509
201600185347,0,2,30,3296,2,0,1,3,14,30,23.759591509
201600185347,0,3,30,3296,2,0,1,3,14,30,23.759591509
201600185527,0,1,28,441,2,98,1,3,11,28,26.308637204
201600186251,0,1,12,455,2,98,1,3,12,12,26.183018048
201600186421,0,1,59,500,2,98,1,3,10,59,40.571280898
201600186782,0,1,46,336,2,0,1,4,22,46,29.078645583
201600186853,0,1,46,336,2,0,1,4,22,46,29.078645583
201600186862,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600187065,0,1,46,337,2,0,1,4,22,46,29.078645581
201600187209,0,1,32,2782,2,0,2,3,17,32,64.344460608
201600187394,0,1,46,362,2,0,1,4,22,46,29.078645582
201600187432,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600187438,0,1,46,362,2,0,1,4,22,46,29.078645582
201600187480,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600187662,0,1,56,206,2,0,1,4,20,206,99.7642174
201600187750,0,1,28,437,2,98,1,3,11,28,26.308637204
201600187998,0,1,59,505,9,98,1,3,10,59,236.96281712
201600188318,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600188475,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600188475,0,2,65,2851,2,98,1,3,13,65,28.376898229
201600188904,0,1,46,362,2,0,1,4,22,46,29.078645582
201600188946,0,1,10,322,2,0,1,4,21,10,50.453748631
201600189065,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600189096,0,1,10,322,2,98,1,4,21,10,50.453748631
201600189102,0,1,10,322,2,0,1,4,21,10,50.453748631
201600189124,0,1,46,362,2,0,1,4,22,46,29.078645582
201600189354,0,1,60,257,2,0,1,4,21,60,54.432709771
201600189431,0,1,60,257,2,0,1,4,21,60,54.432709771
201600189522,0,1,60,257,2,0,1,4,21,60,54.432709771
201600189659,0,1,56,206,2,0,1,4,20,206,99.7642174
201600189755,0,1,56,206,2,0,1,4,20,206,99.7642174
201600189894,0,1,28,440,2,98,1,3,11,28,26.308637204
201600190524,0,1,60,234,2,0,1,4,21,60,54.432709774
201600190545,0,1,24,170,2,0,2,4,24,24,37.251626333
201600190550,0,1,65,2855,2,0,1,3,13,65,28.37689823
201600190655,0,1,76,2364,2,0,1,1,2,76,184.39311154
201600190783,0,1,13,1208,2,98,1,1,3,13,67.587773663
201600190956,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600191171,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600191288,0,1,41,159,2,9,1,4,22,41,34.327036498
201600191293,0,1,13,1208,2,98,1,1,3,13,67.587773663
201600191320,0,1,56,206,2,0,1,4,20,206,99.7642174
201600191838,0,1,56,206,2,0,1,4,20,206,99.7642174
201600191984,0,1,56,206,2,0,1,4,20,206,99.7642174
201600192225,0,1,12,455,9,98,1,3,12,12,160.35589323
201600192431,0,1,78,469,2,98,1,3,10,78,28.205634142
201600192454,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600192458,0,1,75,1227,2,9,2,3,19,75,24.255972105
201600192529,0,1,12,457,2,98,1,3,12,12,26.183018048
201600193054,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600193145,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600193627,0,1,12,455,2,98,1,3,12,12,26.183018048
201600193725,0,1,44,388,2,9,2,4,25,44,35.950176889
201600193781,0,1,24,170,2,0,2,4,24,24,37.251626333
201600193789,0,1,65,2854,2,0,1,3,13,65,28.376898229
201600194176,0,1,46,362,2,0,1,4,22,46,29.078645582
201600194333,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600194615,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600194811,0,1,65,2851,2,98,1,3,13,65,24.694921393
201600194917,0,1,56,206,2,98,1,4,20,206,99.7642174
201600195126,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600195169,0,1,26,721,2,9,2,2,9,26,65.169189199
201600195382,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600195489,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600195542,0,1,82,2137,2,9,2,3,19,82,21.95172509
201600196254,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600197402,0,1,26,721,2,0,2,2,9,26,65.169189199
201600197621,0,1,26,936,2,9,2,2,9,26,33.420983298
201600197669,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600198056,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600198614,0,1,56,206,2,0,1,4,20,206,99.7642174
201600198985,0,1,28,432,2,98,1,3,11,28,26.308637204
201600199164,0,1,12,456,2,98,1,3,12,12,26.183018048
201600200124,0,1,75,1227,2,9,2,3,19,75,21.609418817
201600200207,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600200263,0,1,76,2286,2,9,1,1,2,76,22.428653642
201600200301,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600200555,0,1,47,1835,2,0,2,2,9,47,87.383591466
201600200999,0,1,27,896,2,0,1,2,6,27,32.281757605
201600201064,0,1,27,896,2,9,1,2,6,27,32.281757605
201600201129,0,1,27,896,2,99,1,2,6,27,32.281757605
201600201481,0,1,30,3296,2,0,1,3,14,30,23.759591509
201600201945,0,1,78,454,2,0,1,3,10,78,28.205634142
201600202205,0,1,59,500,2,98,1,3,10,59,40.571280898
201600202218,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600202250,0,1,57,2582,2,0,1,1,3,57,26.882985414
201600202410,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600202497,0,1,56,206,2,0,1,4,20,206,99.7642174
201600202825,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600203514,0,1,12,457,2,98,1,3,12,12,26.183018048
201600203686,0,1,78,466,2,9,1,3,10,78,28.205634142
201600203750,0,1,75,1227,2,8,2,3,19,75,21.609418817
201600203844,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600204125,0,1,28,437,2,98,1,3,11,28,26.308637204
201600204300,0,1,59,505,2,98,1,3,10,59,40.571280897
201600204532,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600204816,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600205167,0,1,17,1050,2,9,1,3,15,17,24.436881848
201600205315,0,1,10,329,2,0,1,4,21,10,82.836785936
201600205316,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600205368,0,1,27,893,2,0,1,2,6,27,23.77303521
201600205708,0,1,27,893,2,0,1,2,6,27,23.77303521
201600205831,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600205984,0,1,56,206,2,0,1,4,20,206,99.7642174
201600206199,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600206740,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600206958,0,1,60,232,2,99,1,4,21,60,66.954059761
201600206967,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600207049,0,1,52,587,2,0,2,3,18,52,35.334969506
201600207049,0,2,52,587,2,0,2,3,18,52,35.334969506
201600207057,0,1,52,587,2,9,2,3,18,52,35.334969506
201600207142,0,1,49,260,2,0,1,4,21,49,113.37016067
201600207340,0,1,47,2034,2,0,2,2,9,47,68.513530167
201600208043,0,1,17,1053,2,9,1,3,15,17,21.266132452
201600208395,0,1,60,256,2,0,1,4,21,60,54.432709772
201600208449,0,1,60,256,2,0,1,4,21,60,54.432709772
201600208753,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600208853,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600208940,0,1,46,336,2,0,1,4,22,46,29.078645583
201600209158,0,1,46,336,2,0,1,4,22,46,29.078645583
201600209203,0,1,46,336,2,0,1,4,22,46,29.078645583
201600209282,0,1,46,336,2,0,1,4,22,46,29.078645583
201600209306,0,1,46,336,2,0,1,4,22,46,29.078645583
201600209389,0,1,29,966,2,0,1,2,7,29,23.303562556
201600209521,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600209679,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600209695,0,1,46,337,2,0,1,4,22,46,29.078645581
201600209778,0,1,13,1191,2,0,1,1,3,13,67.587773663
201600209824,0,1,52,610,2,0,2,3,18,52,33.219791172
201600209845,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600209850,0,1,52,610,2,99,2,3,18,52,33.219791172
201600209897,0,1,52,610,2,0,2,3,18,52,33.219791172
201600210038,0,1,46,337,2,0,1,4,22,46,29.078645581
201600210150,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600210187,0,1,56,206,2,0,1,4,20,206,99.7642174
201600210425,0,1,45,1315,2,0,2,2,9,45,81.866068296
201600210445,0,1,41,159,2,0,1,4,22,41,34.327036498
201600210661,0,1,56,206,2,0,1,4,20,206,99.7642174
201600210892,0,1,12,461,2,98,1,3,12,12,26.183018048
201600211544,0,1,59,503,2,98,1,3,10,59,40.571280897
201600211757,0,1,28,441,2,98,1,3,11,28,26.308637204
201600211995,0,1,59,504,2,98,1,3,10,59,40.571280897
201600212178,0,1,12,455,2,98,1,3,12,12,26.183018048
201600212252,0,1,12,455,2,98,1,3,12,12,26.183018048
201600212618,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600212752,0,1,25,2091,2,0,1,2,8,25,71.183916722
201600213031,0,1,46,353,2,0,1,4,22,46,29.078645582
201600213339,0,1,25,2091,2,0,1,2,8,25,71.183916722
201600213985,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600214023,0,1,54,517,2,0,1,3,14,54,53.819386802
201600214193,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600214242,0,1,56,206,2,0,1,4,20,206,122.71333545
201600214429,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600214698,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600214709,0,1,28,440,2,98,1,3,11,28,26.308637204
201600215311,0,1,28,448,2,98,1,3,11,28,26.308637203
201600215482,0,1,40,3069,2,0,1,3,15,40,40.068655937
201600215737,0,1,47,1838,2,0,2,2,9,47,72.088023441
201600215937,0,1,44,388,2,0,2,4,25,44,35.950176889
201600216401,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600216793,0,1,51,1098,3,0,1,3,10,51,29.623223173
201600216950,0,1,51,1098,2,98,1,3,10,51,22.526694625
201600217248,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600217863,0,1,46,362,2,0,1,4,22,46,29.078645582
201600217993,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600218114,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600218174,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600218174,0,2,66,1764,2,0,1,1,1,66,33.720355087
201600218476,0,1,28,437,2,98,1,3,11,28,26.308637204
201600218532,0,1,28,441,2,98,1,3,11,28,26.308637204
201600219214,0,1,56,206,2,0,1,4,20,206,99.7642174
201600219341,0,1,49,260,2,0,1,4,21,49,113.37016067
201600219856,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600219917,0,1,48,85,2,0,1,3,12,48,82.517198754
201600220257,0,1,62,543,2,0,2,3,18,62,26.001904084
201600220470,0,1,15,2513,2,0,2,1,5,15,28.274250776
201600220731,0,1,10,315,2,0,1,4,21,10,82.836785936
201600220868,0,1,62,567,2,0,2,3,18,62,26.001904084
201600220906,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600221313,0,1,51,1098,2,9,1,3,10,51,25.885392006
201600221354,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600221520,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600221588,0,1,51,1098,2,9,1,3,10,51,25.885392006
201600221658,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600221791,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600221791,0,2,34,1692,2,0,1,1,1,34,23.654666824
201600221913,0,1,51,1114,2,0,1,3,10,51,25.885392005
201600221962,0,1,34,1692,2,0,1,1,1,34,23.654666824
